OBJECTID,FID_1,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,Shape_Length,Shape_Area,FID,Site_Name,Site_Score,Site_EPA_I,SEMS_ID,Region_ID,State_1,City_1,County_1,Status_1,Latitude,Longitude,Proposed_D,Listing_Da,Constructi,Construc_1,NOID_Date,Deletion_D,Site_Listi,Site_Progr,Proposed_F,Listing_FR,NOID_FR_No,Deletion_F,Restoratio,Site_has_h,x,y,Status_2,BUFF_DIST,ORIG_FID
211,4064,10004709,CLARK COUNTY JAIL,207 NORTH 5TH STREET,MARSHALL,IL,62441,-999,(217) 826-6393,COUNTY,OPEN,-999,CLARK,17023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.clarkcountyil.org/sheriff,3/4/2016 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,http://www.clarkcountyil.org/sheriff.htm,NOT AVAILABLE,50,0.001543191402200,{3C808E01-3D80-4B87-AEE3-4AB762E137BA},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,191.904817046085981,0.001543191402196,0.000000143250224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,4072,10001478,CHRISTIAN COUNTY CORRECTIONAL CENTER,301 W FRANKLIN ST,TAYLORVILLE,IL,62568,-999,(217) 824-4961,COUNTY,OPEN,-999,CHRISTIAN,17021,USA,922140,CORRECTIONAL INSTITUTIONS,http://christiancountysheriffsoffice.com/,3/1/2018 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,http://christiancountysheriffsoffice.com/,NOT AVAILABLE,56,0.001715005214360,{66B28DF4-8063-4B8E-8AA0-325E0E6BB11C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,212.634234464415215,0.001715005214355,0.000000124097380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,4092,10004665,BOONE COUNTY JAIL,615 NORTH MAIN STREET,BELVIDERE,IL,61008,-999,(815) 547-6203,COUNTY,OPEN,-999,BOONE,17007,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.boonecountyil.org/department/corrections,2/15/2016 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,http://www.boonecountyil.org/department/corrections,NOT AVAILABLE,150,0.002644053474400,{2DD2FDCA-AFE9-4DE3-9E4E-1D94D681D35F},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,339.656724385126552,0.002644053474403,0.000000384773422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,4111,10002254,LAKE COUNTY ADULT CORRECTIONAL CENTER,20 S. COUNTY ST.,WAUKEGAN,IL,60085,-999,(847) 377-4188,COUNTY,OPEN,634,LAKE,17097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lakecountyil.gov/687/Corrections-Division,3/2/2018 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,http://www.lakecountyil.gov/687/Corrections-Division,NOT AVAILABLE,720,0.003435043846250,{1DC9B20E-03C2-48DA-8F3C-E5F9FF7E2BB2},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,445.896035293307989,0.003435043846250,0.000000613561831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,4128,10000674,GRAHAM CORRECTIONAL CENTER,12078 ILLINOIS ROUTE 185,HILLSBORO,IL,62049,-999,(217) 532-6961,STATE,OPEN,1919,MONTGOMERY,17135,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.illinois.gov/idoc/reportsandstatistics/Pages/QuarterlyReports.aspx,8/31/2017 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MEDIUM,2013,0.019778079057600,{DEDC4C2F-296A-46F7-B27F-E7B36BFB1190},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,2493.524610167194169,0.017426840655865,0.000020250979155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,4155,10000675,MONTGOMERY COUNTY JAIL,140 NORTH MAIN STREET,HILLSBORO,IL,62049,-999,(217) 532-9514,COUNTY,OPEN,-999,MONTGOMERY,17135,USA,922140,CORRECTIONAL INSTITUTIONS,https://montgomeryco.com/index.php/elected-officials/montgomery-county-sheriffs,3/2/2018 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,http://www.montgomeryco.com/index.php/montgomery-county-sheriff-s,NOT AVAILABLE,40,0.002138108868040,{CCEF679B-F948-473A-BEC0-E671ECBF8F64},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,258.925985004870086,0.002138108868036,0.000000165373168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,4246,10002030,CROW WING COUNTY JAIL,313 LAUREL STREET,BRAINERD,MN,56401,-999,(218) 822-7050,COUNTY,OPEN,193,CROW WING,27035,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.crowwing.us/396/Jail,3/22/2018 0:00:00,IMAGERY/OTHER,1/2/2020 0:00:00,https://www.crowwing.us/349/Divisions,NOT AVAILABLE,286,0.007602706517120,{FE54DCA2-A8E6-43D1-8114-DBD6879DBC61},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,980.331961792813786,0.007602706517119,0.000001105188994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,4257,10002052,HENNEPIN COUNTY JUVENILE DETENTION CENTER,510 PARK AVENUE,MINNEAPOLIS,MN,55415,-999,(612) 348-8122,COUNTY,OPEN,44,HENNEPIN,27053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.hennepin.us/residents/public-safety/juvenile-detention-center,9/19/2017 0:00:00,IMAGERY/OTHER,1/2/2020 0:00:00,https://www.hennepin.us/residents#public-safety,JUVENILE,87,0.005259270306050,{84285BA2-279F-4560-ACA2-3B5A3640857E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,686.706567664057047,0.004935178749935,0.000000879492829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,4297,10002148,MITCHELL COUNTY JUSTICE CENTER,4815 STATE HWY 37 E,CAMILLA,GA,31730,-999,(229) 336-2030,COUNTY,OPEN,31,MITCHELL,13205,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mitchellso.com/home,2/26/2018 0:00:00,IMAGERY/OTHER,11/5/2019 0:00:00,http://www.mitchellso.com/home,NOT AVAILABLE,100,0.003684800189870,{7CE4B2DE-9D99-487C-9EF1-01EA1A2BDCB1},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,443.045581110072362,0.003684800189868,0.000000535609869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,4302,10002104,ATLANTA CITY DETENTION CENTER,254 PEACHTREE ST SW,ATLANTA,GA,30303,-999,(404) 865-8001,LOCAL,OPEN,502,FULTON,13121,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.atlantaga.gov/modules/showdocument.aspx?documentid=3983, https://www.atlantaga.gov/government/departments/corrections",2/15/2016 0:00:00,IMAGERY/OTHER,11/5/2019 0:00:00,https://www.atlantaga.gov/government/departments/corrections,CLOSE,1300,0.003914153732530,{DE6D7891-4861-4E4A-8673-64C01AA08440},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,453.944859416420911,0.003914153732532,0.000000551320115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,4484,10000345,PENSACOLA COMMUNITY RELEASE CENTER,3050 NORTH L. ST,PENSACOLA,FL,32501,1010,(850) 595-8920,STATE,OPEN,83,ESCAMBIA,12033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,10/31/2017 0:00:00,IMAGERY/OTHER,12/12/2019 0:00:00,http://www.dc.state.fl.us/org/facilitydir.html,MINIMUM,-999,0.001666459994590,{3FCA3A41-5411-4A96-86C9-BC316935D506},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,197.859100854967664,0.001666459994586,0.000000168681020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,4645,10006157,BOWIE COUNTY CORRECTIONAL CENTER,105 W FRONT ST,TEXARKANA,TX,75501,5610,(903) 798-3505,COUNTY,OPEN,790,BOWIE,48037,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.lasallecorrections.com/our-locations-table/",3/1/2018 0:00:00,IMAGERY/OTHER,2/11/2020 0:00:00,http://www.lasallecorrections.com/our-locations-table/,MAXIMUM,921,0.008561970461750,{6A0B23AA-EAF5-41C9-B877-A216774F2FFB},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,992.735528472422288,0.008561970461747,0.000001142607056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,4652,10002835,HALBERT UNIT,800 ELLEN HALBERT DR,BURNET,TX,78611,-999,(512) 756-6171,STATE,OPEN,190,BURNET,48053,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",9/15/2016 0:00:00,IMAGERY/OTHER,2/18/2020 0:00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,NOT AVAILABLE,612,0.006735768427610,{B6D503EF-3D67-48C4-90BD-CE8661207C34},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,801.973628439388335,0.006735768427611,0.000002086693165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,4716,10001168,BOYD COUNTY DETENTION CENTER,209 28TH ST,CATLETTSBURG,KY,41129,-999,(606) 739-4224,COUNTY,OPEN,229,BOYD,21019,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.ky.gov/about/Pages/ResearchandStatistics.aspx,3/8/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://www.boydcojail.com/,NOT AVAILABLE,206,0.003580952257820,{E33C012C-4FBE-4664-94FC-B0AD641A4CAC},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,442.843586668251930,0.003580952257822,0.000000471211301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,4907,10005914,WINN PARISH JAIL,119 MAIN STREET,WINNFIELD,LA,71483,-999,(318) 628-4611,COUNTY,OPEN,43,WINN,22127,USA,922140,CORRECTIONAL INSTITUTIONS,"http://doc.louisiana.gov/briefing-book, http://doc.louisiana.gov/contact-us/local-facilities",9/29/2017 0:00:00,IMAGERY/OTHER,12/16/2019 0:00:00,http://www.sheriffalerts.com/cap_contact.php?office=54427,NOT AVAILABLE,47,0.002331140185320,{525E5B6E-48CD-47AA-BCDC-EA28CDC85DF2},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,278.808255714008510,0.002331140185325,0.000000298177194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,4938,10006097,YORK COUNTY JAIL,510 LINCOLN AVENUE,YORK,NE,68467,-999,(402) 362-4927,COUNTY,OPEN,21,YORK,31185,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.yorkcounty.ne.gov/sheriff.html,4/5/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://www.yorkcounty.ne.gov/sheriff.html,NOT AVAILABLE,32,0.002395639999920,{8DDC5B1A-18D4-4AF2-97EF-13C9D947539E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,300.389400001615286,0.002395639999918,0.000000283222056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,4944,10004130,DOUGLAS COUNTY WORK RELEASE CENTER,1709 JACKSON ST,OMAHA,NE,68102,-999,(402) 599-2600,COUNTY,OPEN,78,DOUGLAS,31055,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.dccorr.com/inmate-locator,4/5/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://corrections.dccorr.com/inmate-locator,MINIMUM,188,0.002528728240010,{040AC296-78AB-4703-85BF-FA30F3264CEF},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,325.004720168887843,0.002528728240012,0.000000258153100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,4951,10004129,DOUGLAS COUNTY CORRECTIONAL CENTER,710 S 17TH ST,OMAHA,NE,68102,-999,(402) 444-7400,COUNTY,OPEN,1251,DOUGLAS,31055,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.dccorr.com/inmate-locator,4/5/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://corrections.dccorr.com/inmate-locator,MAXIMUM,1449,0.006200111104170,{E69D85AE-62BB-405B-B5E0-B4489A45CFF3},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,781.159908432857719,0.006200111104173,0.000001780846597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,4952,10004135,HALL COUNTY DEPARTMENT OF CORRECTIONS,110 PUBLIC SAFETY DR,GRAND ISLAND,NE,68801,-999,(308) 385-5206,COUNTY,OPEN,276,HALL,31079,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.hallcountyne.gov/content.lasso?page=6170&-session=hcv:2D373D9B07be51D910wIXu226DD9,4/5/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://www.hallcountyne.gov/content.lasso?page=6170&-session=hcv:2D373D9B07be51D910wIXu226DD9,NOT AVAILABLE,321,0.006344206526110,{F18F90D3-B2B6-4505-8063-8D505795D82B},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,783.259166322775513,0.006344206526108,0.000001709795358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,4954,10000651,LASALLE COUNTY JAIL,707 EAST ETNA ROAD,OTTAWA,IL,61350,-999,(815) 433-2161,COUNTY,OPEN,-999,LA SALLE,17099,USA,922140,CORRECTIONAL INSTITUTIONS,http://lasallecounty.org/lasalle-county-sheriff/,3/2/2018 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,http://lasallecounty.org/lasalle-county-sheriff/,MAXIMUM,306,0.005522807955990,{658ACEDD-3389-4AE9-8437-17CB05F38F2A},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,709.933079568491166,0.005522807955986,0.000001350116742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,4963,10006830,PLATTE COUNTY COURTHOUSE JAIL,2610 14TH STREET,COLUMBUS,NE,68601,-999,(402) 563-4900,COUNTY,OPEN,-999,PLATTE,31141,USA,922140,CORRECTIONAL INSTITUTIONS,https://plattecounty.net/#,4/5/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://plattecounty.net/#,NOT AVAILABLE,27,0.002606059495080,{69452BE3-E907-40FD-B0EB-C2FC68D6E706},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,316.918571701331814,0.002606059495084,0.000000280464884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,4975,10004127,NEBRASKA CORRECTIONAL YOUTH FACILITY,2610 N 20TH ST E,OMAHA,NE,68110,-999,(402) 595-2000,STATE,OPEN,50,DOUGLAS,31055,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.nebraska.gov/facilities/nebraska-correctional-youth-facility,9/30/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://corrections.nebraska.gov/facilities/nebraska-correctional-youth-facility,JUVENILE,70,0.007516856240220,{5082EB99-CF8D-46AB-BC76-DFF52E4F5616},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,919.336310873465777,0.007516856240220,0.000002451902283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,4977,10004125,OMAHA CORRECTIONAL CENTER,2323 AVENUE J,OMAHA,NE,68110,0099,(402) 595-3963,STATE,OPEN,772,DOUGLAS,31055,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.nebraska.gov/facilities/omaha-correctional-center,9/30/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://corrections.nebraska.gov/facilities/omaha-correctional-center,MEDIUM,666,0.013045927303100,{28E04723-EE33-4101-965F-072C38A6EFD8},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1622.463520640981642,0.005698688469274,0.000001813045429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,5009,10000286,GRADY DETENTION CENTER,80 JESSE HILL JR DR SE,ATLANTA,GA,30303,-999,(404) 616-7405,LOCAL,OPEN,-999,FULTON,13121,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.atlantaga.gov/government/departments/corrections,10/23/2019 0:00:00,IMAGERY/OTHER,11/5/2019 0:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.005851173983990,{C0FDA88E-B946-4D28-A5A0-A6C25F1DD9D0},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,712.287355017829555,0.005392688112341,0.000001738335363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,5011,10000288,FULTON COUNTY JAIL,901 RICE ST,ATLANTA,GA,30318,-999,(404) 613-2000,COUNTY,OPEN,2548,FULTON,13121,USA,922140,CORRECTIONAL INSTITUTIONS,"https://performance.fultoncountyga.gov/Public-Safety/Jail-Report-Average-Jail-Population-Time-Trend/4rsg-pu2b, http://www.fultonsheriff.org/",1/1/2018 0:00:00,IMAGERY/OTHER,11/5/2019 0:00:00,http://www.fultonsheriff.org/,MAXIMUM,2500,0.014812191586500,{8CAD0C95-8923-465E-9865-B2BFC48076D0},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1816.294760635745206,0.014812191586500,0.000013540567143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,5047,10001165,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS RD,WINDHAM,ME,04062,-999,(207) 893-7000,STATE,OPEN,500,CUMBERLAND,23005,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.maine.gov/corrections/adultfacilities/maine.shtml,3/14/2011 0:00:00,IMAGERY/OTHER,12/16/2019 0:00:00,http://www.maine.gov/corrections/adultfacilities/index.shtml,MEDIUM,650,0.013753702403200,{CBA8FEE5-F9DD-4CCA-A1B9-6FF8D20576AB},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1799.761514756425186,0.013753702403206,0.000007262802003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,5053,10002870,SOUTH TEXAS INTERMEDIATE SANCTION FACILITY,1511 PRESTON AVE,HOUSTON,TX,77002,-999,(713) 223-0601,STATE,CLOSED,0,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bizjournals.com/houston/news/2016/12/12/downtown-houston-lockup-slated-for-closure.html,12/12/2016 0:00:00,IMAGERY/OTHER,3/4/2020 0:00:00,http://tdcj.state.tx.us/unit_directory/xm.html,MEDIUM,450,0.001962725997470,{8AA2ED3E-8C50-460E-804D-6BBA92C049E8},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,233.970932678499736,0.001962725997475,0.000000216855310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,5071,10005190,PEACH COUNTY JAIL,1007 SPRUCE STREET EXTENSION,FORT VALLEY,GA,31030,-999,(478) 825-3435,COUNTY,OPEN,65,PEACH,13225,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.peachcounty.net/sheriff.cfm,2/15/2016 0:00:00,IMAGERY/OTHER,11/5/2019 0:00:00,http://www.peachcounty.net/sheriff.cfm,NOT AVAILABLE,116,0.005581430895700,{B43BBA90-8488-4066-972C-6D581C67EA93},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,673.132432189579390,0.005581430895700,0.000001849561390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,5115,10004192,HAYWOOD COUNTY DETENTION CENTER,1620 BROWN AVE,WAYNESVILLE,NC,28786,-999,(828) 452-6666,COUNTY,OPEN,-999,HAYWOOD,37087,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.haywoodncsheriff.com/detention-center/,4/2/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,http://www.haywoodncsheriff.com/,NOT AVAILABLE,150,0.005712006896690,{66CD3B78-7CBB-4CC3-A88A-4647D0E41133},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,715.635015513578651,0.005712006896687,0.000000932695007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,5116,10000895,ALHAMBRA CITY JAIL,211 SOUTH FIRST STREET,ALHAMBRA,CA,91801,-999,(626) 570-5145,LOCAL,OPEN,44,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.lacriminaldefenseattorney.com/local-jails/alhambra-jail/,5/16/2018 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,https://www.cityofalhambra.org/departments/police-department,MINIMUM,71,0.002193273613150,{3F4103FE-F2DC-4C48-A6DC-FA0BF1E87CFB},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,268.817799637559062,0.002193273613147,0.000000289364542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,5119,10001988,MONTGOMERY COUNTY CENTRAL JAIL,1 CRIMINAL JUSTICE DR,CONROE,TX,77301,-999,(936) 760-5871,COUNTY,OPEN,904,MONTGOMERY,48339,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mctxsheriff.org/, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018 0:00:00,IMAGERY/OTHER,2/27/2020 0:00:00,http://www.mctxsheriff.org/,MAXIMUM,1253,0.005882585016260,{B746D648-7195-4DC2-A481-F962F7916D25},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,709.738596320991519,0.005882585016258,0.000001506664670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,5143,10006570,PASSAGES WOMEN'S COMMUNITY CORRECTIONAL FACILITY,1001 SOUTH 27TH STREET,BILLINGS,MT,59101,-999,NOT AVAILABLE,MULTI,OPEN,124,YELLOWSTONE,30111,USA,922140,CORRECTIONAL INSTITUTIONS,https://altinc.net/passages/,12/8/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,http://altinc.net/,NOT AVAILABLE,184,0.003682629805230,{343BD4ED-1839-4769-B61C-A549BDE6996D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,456.546805964663633,0.003682629805234,0.000000383872247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,5148,10001156,GREAT FALLS WOMEN'S PRE-RELEASE CENTER,1019 15TH ST N,GREAT FALLS,MT,59401,-999,(406) 727-0944,STATE,OPEN,27,CASCADE,30013,USA,922140,CORRECTIONAL INSTITUTIONS,https://cor.mt.gov/FamilyFriends/Visiting/VisitingGreatFallsPrerelease,12/8/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,http://www.gfprc.org/index.html,MINIMUM,40,0.003552359279490,{3553E2DD-12B9-4C79-B7C7-1D96A0DE62C3},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,456.832344458408670,0.003552359279491,0.000000544076812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,5149,10006580,GREAT FALLS PRE-RELEASE EAST CAMPUS,1715 10TH AVE NORTH,GREAT FALLS,MT,59401,-999,(406) 727-0944,STATE,OPEN,155,CASCADE,30013,USA,922140,CORRECTIONAL INSTITUTIONS,https://cor.mt.gov/FamilyFriends/Visiting/VisitingGreatFallsPrerelease,12/8/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,http://www.gfprc.org/index.html,NOT AVAILABLE,148,0.002606910203630,{496E5B79-9D77-44C3-8F79-9C3D95C042D2},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,337.258630692450595,0.002606910203634,0.000000228947550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,5183,10001935,BUTTE SILVER BOW DETENTION FACILITY,155 W QUARTZ ST,BUTTE,MT,59701,-999,(406) 497-1040,COUNTY,OPEN,101,SILVER BOW,30093,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.silverbow.mt.us/230/Detention-Center,3/29/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://co.silverbow.mt.us/230/Detention-Center,MAXIMUM,72,0.002234889482920,{0C25AE7C-6D43-48B6-880D-AD5C5C654416},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,310.959851140204989,0.000868706074189,0.000000008644197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,5206,10001972,FMC CARSWELL CAMP,"NAVAL AIR STATION, J ST",FORT WORTH,TX,76127,-999,(817) 782-4000,FEDERAL,OPEN,306,TARRANT,48439,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/2016 0:00:00,IMAGERY/OTHER,2/18/2020 0:00:00,https://www.bop.gov/locations/,MINIMUM,314,0.006785898128940,{9D483713-46AD-421D-8212-24DE2DD84132},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,825.477413862357139,0.005737843215843,0.000001783570089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,5270,10003180,CORTLAND COUNTY CORRECTIONAL FACILITY,54 GREENBUSH ST,CORTLAND,NY,13045,-999,(607) 756-3438,COUNTY,OPEN,80,CORTLAND,36023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cortland-co.org/355/Correctional-Facility,4/10/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://www.cortland-co.org/355/Correctional-Facility,NOT AVAILABLE,90,0.002539819379980,{609D6B6E-35D0-43DF-8BB6-0731B9252C35},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,322.278904232632271,0.002539819379984,0.000000248219343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
