OBJECTID,FID_1,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,Shape_Length,Shape_Area,FID,Site_Name,Site_Score,Site_EPA_I,SEMS_ID,Region_ID,State_1,City_1,County_1,Status_1,Latitude,Longitude,Proposed_D,Listing_Da,Constructi,Construc_1,NOID_Date,Deletion_D,Site_Listi,Site_Progr,Proposed_F,Listing_FR,NOID_FR_No,Deletion_F,Restoratio,Site_has_h,x,y,Status_2,BUFF_DIST,ORIG_FID
422,3781,10003420,MONTGOMERY EDUCATION AND PRE-RELEASE CENTER,1901 S GETTYSBURG AVE,DAYTON,OH,45418,-999,(937) 262-9853,STATE,CLOSED,0,MONTGOMERY,39113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.daytondailynews.com/news/local/former-state-prison-help-convicts/TI5tuMmCx6VEOJMR1RpmPJ/,2/16/2012 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,https://drc.ohio.gov/parole-regions,MINIMUM,-999,0.009168763940240,{9368841C-50EB-43D1-B454-22EB8B02D8FB},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1218.775760459370531,0.009168763940235,0.000004370672822,422,Armstrong World Industries,50,GAN000410033,410033,4,Georgia,Macon,Bibb,NPL Site,32.773496999999999,-83.651600000000002,10/21/2010 0:00:00,9/16/2011,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121080"" target=""_blank"">GAN000410033 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410033"" target=""_blank"">Armstrong World Industries</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-10-21/pdf/2010-26461.pdf"" target=""_blank"">10/21/2010 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>,NA,NA,NA,No,-9312053.516039999201894,3865277.926090000197291,Active,3.000000000000000,423
423,3798,10000969,BEAUREGARD PARISH JAIL,412 BOLIVAR BISHOP DR,DERIDDER,LA,70634,-999,(337) 460-5520,COUNTY,OPEN,182,BEAUREGARD,22011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.beauregardparishsheriff.org/corrections,3/14/2018 0:00:00,IMAGERY/OTHER,12/16/2019 0:00:00,http://www.beauregardparishsheriff.org/corrections,NOT AVAILABLE,161,0.005113028214800,{3F1246C1-7B06-4516-B6E4-D3E967AA844E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,618.869418879851423,0.005113028214796,0.000000919379635,423,Macon Naval Ordnance Plant,48.97,GAD003302676,405304,4,Georgia,Macon,Bibb,NPL Site,32.777658000000002,-83.639674999999997,3/15/2012 0:00:00,5/24/2013,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121091"" target=""_blank"">GAD003302676 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405304"" target=""_blank"">Macon Naval Ordnance Plant</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12324.pdf"" target=""_blank"">05/24/2013 (PDF)</a>,NA,NA,NA,No,-9310726.031109999865294,3865828.832150000147521,Active,3.000000000000000,424
424,3857,10003540,HAMILTON COUNTY JUVENILE DETENTION CENTER,1600 E 3RD ST,CHATTANOOGA,TN,37404,-999,(423) 847-4830,COUNTY,OPEN,-999,HAMILTON,47065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.hamiltontn.gov/Corrections/,3/1/2016 0:00:00,IMAGERY/OTHER,12/8/2019 0:00:00,http://www.hamiltontn.gov/Corrections/,JUVENILE,-999,0.004040911357950,{596AD790-42AE-4460-8229-0F714A6C95B4},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,492.956140048578504,0.004040911357947,0.000000650132470,424,Westside Lead,50,GAN000407160,407160,4,Georgia,Atlanta,Fulton,NPL Site,33.766472000000000,-84.407278000000005,9/9/2021 0:00:00,3/16/2022,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/11/402032"" target=""_blank"">GAN000407160 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0407160"" target=""_blank"">Westside Lead</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2021-09-09/pdf/2021-19192.pdf"" target=""_blank"">09/09/2021 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2022-03-16/pdf/2022-05397.pdf"" target=""_blank"">03/16/2022 (PDF)</a>,NA,NA,NA,No,-9396175.206210000440478,3997487.859199999831617,Active,3.000000000000000,425
425,3871,10004904,HOWARD COUNTY CRIMINAL JUSTICE CENTER,1800 W MARKLAND AVE,KOKOMO,IN,46901,-999,(765) 456-2020,COUNTY,OPEN,447,HOWARD,18067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.howardcountyin.gov/justice-system/sheriffs-department/corrections-division,3/5/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://www.howardcountyin.gov/justice-system/sheriffs-department/,NOT AVAILABLE,-999,0.004908141772720,{BEFC2D7D-CDDD-4D4B-BED5-772583E1451F},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,622.868033630915420,0.004908141772718,0.000000933037541,425,Des Moines TCE,42.28,IAD980687933,700316,7,Iowa,Des Moines,Polk,NPL Site,41.578099999999999,-93.635999999999996,12/30/1982 0:00:00,9/8/1983,9/21/1998,541,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296169"" target=""_blank"">IAD980687933 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700316"" target=""_blank"">Des Moines TCE</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10423511.839900000020862,5097988.890739999711514,Active,3.000000000000000,426
426,3881,10003533,MADISON COUNTY PENAL FARM,1524 WESTOVER RD,JACKSON,TN,38301,-999,(731) 422-1344,COUNTY,OPEN,80,MADISON,47113,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mcso-tn.org/corrections.html,3/31/2018 0:00:00,IMAGERY/OTHER,12/6/2019 0:00:00,http://www.mcso-tn.org/corrections.html,MINIMUM,86,0.004066335242560,{C34D33C4-4D71-437E-A346-2050F941EFEF},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,497.887861109588641,0.004066335242564,0.000000777236794,426,Midwest Manufacturing/North Farm,32.04,IAD069625655,700185,7,Iowa,Kellogg,Jasper,NPL Site,41.746811000000001,-92.893061000000003,9/18/1985 0:00:00,6/10/1986,2/18/1997,423,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296171"" target=""_blank"">IAD069625655 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700185"" target=""_blank"">Midwest Manufacturing/North Farm</a>,<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>,NA,NA,NA,<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>,-10340808.248700000345707,5123128.089639999903738,Active,3.000000000000000,427
427,3886,10003404,MIAMI COUNTY INCARCERATION FACILITY,2042 N. CR 25A,TROY,OH,45373,-999,(937) 440-3490,COUNTY,OPEN,130,MIAMI,39109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.miamicountyohio.gov/910/Jail-Information,2/15/2016 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,https://www.miamicountyohio.gov/910/Jail-Information,NOT AVAILABLE,240,0.004264620862680,{412BFD54-6161-4F1C-89D3-30FB3ECE8E94},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,533.883800353211086,0.004264620862679,0.000000978778620,427,Vogel Paint & Wax Co.,31.45,IAD980630487,700237,7,Iowa,Orange City,Sioux,NPL Site,42.934438999999998,-96.193338999999995,10/15/1984 0:00:00,6/10/1986,8/19/1994,247,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296175"" target=""_blank"">IAD980630487 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700237"" target=""_blank"">Vogel Paint & Wax Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>,NA,NA,NA,No,-10708193.515200000256300,5301998.112280000001192,Active,3.000000000000000,428
428,3888,10006102,ADAMS COUNTY JAIL / SHERIFF,500 WEST 4TH STREET,HASTINGS,NE,68902,-999,(402) 461-7181,COUNTY,OPEN,29,ADAMS,31001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.adamscounty.org/sheriff,4/4/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,http://www.adamscounty.org/sheriff,NOT AVAILABLE,37,0.001860473826600,{3854E302-D497-4133-B49D-C7F6E8AB07DE},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,231.646693348948986,0.001860473826601,0.000000202582217,428,Lawrence Todtz Farm,52.11,IAD000606038,700039,7,Iowa,Camanche,Clinton,NPL Site,41.787781000000003,-90.292638999999994,9/18/1985 0:00:00,6/10/1986,9/11/1991,55,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296177"" target=""_blank"">IAD000606038 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700039"" target=""_blank"">Lawrence Todtz Farm</a>,<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>,NA,NA,NA,No,-10051330.595899999141693,5129242.886289999820292,Active,3.000000000000000,429
429,3889,10003418,MONTGOMERY COUNTY JAIL,330 W 2ND ST,DAYTON,OH,45422,-999,(937) 496-3060,COUNTY,OPEN,874,MONTGOMERY,39113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mcohiosheriff.org/jail/index.php,4/12/2018 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,http://www.mcohiosheriff.org/,NOT AVAILABLE,900,0.002930114212260,{0826E0CF-6CD7-4EF1-9148-6823B42E34CB},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,361.643133583409053,0.002930114212268,0.000000369204606,429,Shaw Avenue Dump,30.01,IAD980630560,700244,7,Iowa,Charles City,Floyd,NPL Site,43.056300000000000,-92.663100000000000,9/18/1985 0:00:00,7/22/1987,3/30/2001,763,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296178"" target=""_blank"">IAD980630560 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700244"" target=""_blank"">Shaw Avenue Dump</a>,<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>,NA,NA,NA,<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>,-10315209.107300000265241,5320545.210920000448823,Active,3.000000000000000,430
430,3892,10006748,ROBERT J KINSEY YOUTH CENTER,701 S BERKLEY ROAD,KOKOMO,IN,46901,-999,(765) 457-1408,COUNTY,OPEN,19,HOWARD,18067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.howardcountyin.gov/juvenile-services/robert-j-kinsey-youth-center,3/5/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://www.howardcountyin.gov/juvenile-services/robert-j-kinsey-youth-center,JUVENILE,28,0.003633188783520,{CD01805C-6D69-4D58-B04C-2E49D2A7CD07},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,455.337841881475185,0.003633188783516,0.000000611172300,430,Fairfield Coal Gasification Plant,38.05,IAD981124167,700347,7,Iowa,Fairfield,Jefferson,NPL Site,41.006200000000000,-91.972399999999993,6/24/1988 0:00:00,8/30/1990,8/24/1995,335,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296222"" target=""_blank"">IAD981124167 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700347"" target=""_blank"">Fairfield Coal Gasification Plant</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-10238320.734999999403954,5013256.205450000241399,Active,3.000000000000000,431
431,3917,10005976,MONTGOMERY COUNTY JUVENILE JUSTICE CENTER,380 W 2ND ST,DAYTON,OH,45422,-999,(937) 225-4253,COUNTY,OPEN,108,MONTGOMERY,39113,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mcjcohio.org/Department/default.asp,4/12/2018 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,https://www.mcohio.org/government/elected_officials/prosecutor/office_divisions/juvenile_division.php,JUVENILE,144,0.003518548285480,{E4A38973-0FD6-4A8E-A0F8-7129736A1FAA},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,434.142904250941797,0.003518548285482,0.000000466705067,431,Peoples Natural Gas Co.,46.24,IAD980852578,700325,7,Iowa,Dubuque,Dubuque,NPL Site,42.505280999999997,-90.658889000000002,6/24/1988 0:00:00,8/30/1990,9/28/2000,744,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296130"" target=""_blank"">IAD980852578 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700325"" target=""_blank"">Peoples Natural Gas Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-10092101.359400000423193,5236971.181359999813139,Active,3.000000000000000,432
432,3919,10005972,MUSKINGUM COUNTY JAIL,28 N 4TH ST,ZANESVILLE,OH,43701,-999,(740) 455-7133,COUNTY,OPEN,248,MUSKINGUM,39119,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ohiomuskingumsheriff.org/jail-division/,4/12/2018 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,http://www.ohiomuskingumsheriff.org/jail-division/,NOT AVAILABLE,-999,0.002457796416340,{DB17BEE9-EDCB-44C4-B18A-021B9F5FE696},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,291.518917481986534,0.002457796416336,0.000000220644694,432,Iowa Army Ammunition Plant,29.73,IA7213820445,700413,7,Iowa,Middletown,Des Moines,NPL Site,40.808331000000003,-91.246668999999997,7/14/1989 0:00:00,8/30/1990,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296138"" target=""_blank"">IA7213820445 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700413"" target=""_blank"">Iowa Army Ammunition Plant</a>,<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-10157532.729699999094009,4984111.504080000333488,Active,3.000000000000000,433
433,3967,10005086,CARIBOU COUNTY JAIL,475 EAST 2ND SOUTH,SODA SPRINGS,ID,83276,-999,(208) 547-2561,COUNTY,OPEN,25,CARIBOU,16029,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cariboucountysheriff.com/,11/7/2019 0:00:00,IMAGERY/OTHER,11/7/2019 0:00:00,https://www.cariboucountysheriff.com/,MAXIMUM,49,0.003004479288580,{60A10E88-1BCB-45FA-97C2-1374174E1A95},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,376.344633935631123,0.003004479288582,0.000000415598139,433,Mason City Coal Gasification Plant,69.33,IAD980969190,700337,7,Iowa,Mason City,Cerro Gordo,NPL Site,43.147599999999997,-93.199200000000005,1/18/1994 0:00:00,12/16/1994,4/28/2008,1033,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296150"" target=""_blank"">IAD980969190 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700337"" target=""_blank"">Mason City Coal Gasification Plant</a>,<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>,NA,NA,NA,No,-10374887.486300000920892,5334465.125029999762774,Active,3.000000000000000,434
434,3986,10000910,SOUTHERN YOUTH CORR RECEPTION CENTER / CLINIC,13200 SOUTH BLOOMFIELD AVENUE,NORWALK,CA,90650,-999,NOT AVAILABLE,STATE,CLOSED,0,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Juvenile_Justice/DJJ_History/Index.html,11/1/2015 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,NOT AVAILABLE,JUVENILE,-999,0.013480092836100,{B4883FAF-00E7-467F-B19D-5D37FC6C1DB8},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1586.113149258317435,0.013480092836055,0.000007051693915,434,Railroad Avenue Groundwater Contamination,50,IA0001610963,703065,7,Iowa,Des Moines,Polk,NPL Site,41.578333000000001,-93.702222000000006,9/13/2001 0:00:00,9/5/2002,8/17/2007,1014,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296161"" target=""_blank"">IA0001610963 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0703065"" target=""_blank"">Railroad Avenue Groundwater Contamination</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>,NA,NA,NA,No,-10430883.639200000092387,5098023.564120000228286,Active,3.000000000000000,435
435,3990,10000032,SAINT ALBANS POLICE DEPARTMENT,51 6TH AVENUE,SAINT ALBANS,WV,25177,-999,(304) 348-8111,LOCAL,OPEN,-999,KANAWHA,54039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.saintalbanspolice.com/,3/1/2016 0:00:00,IMAGERY/OTHER,3/3/2020 0:00:00,http://www.saintalbanspolice.com/,NOT AVAILABLE,-999,0.001387765154480,{DB9CB780-18B2-41B8-86F5-1A0010EC3146},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,172.788764995583165,0.001387765154478,0.000000116662332,435,PCE Former Dry Cleaner,50,IAD039954300,700145,7,Iowa,Atlantic,Cass,NPL Site,41.403717000000000,-94.995763999999994,9/30/2015 0:00:00,4/7/2016,9/21/2021,1224,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296241"" target=""_blank"">IAD039954300 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700145"" target=""_blank"">PCE Former Dry Cleaner</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24318.pdf"" target=""_blank"">09/30/2015 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07672.pdf"" target=""_blank"">04/07/2016 (PDF)</a>,NA,NA,NA,No,-10574880.075999999418855,5072073.444910000078380,Active,3.000000000000000,436
436,3996,10000903,FRED C NELLES YOUTH CORRECTIONAL FACILITY,11850 E WHITTIER BLVD,WHITTIER,CA,90601,-999,NOT AVAILABLE,STATE,CLOSED,0,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.laalmanac.com/crime/cr26.htm,11/1/2015 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,NOT AVAILABLE,JUVENILE,-999,0.021867732812100,{7844E114-5A79-4F02-A73D-D3A05FCF3046},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,2753.172004479835778,0.021867732812110,0.000025101785028,436,Bunker Hill Mining & Metallurgical Complex,54.76,IDD048340921,1000195,10,Idaho,Smelterville,Shoshone,NPL Site,47.543061000000002,-116.161699999999996,12/30/1982 0:00:00,9/8/1983,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/10/501000226"" target=""_blank"">IDD048340921 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000195"" target=""_blank"">Bunker Hill Mining & Metallurgical Complex</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-12931061.293700000271201,6031170.351180000230670,Active,3.000000000000000,437
437,4008,10006579,GALLATIN COUNTY REENTRY PROGRAM,675 SOUTH 16TH AVENUE,BOZEMAN,MT,59715,-999,(406) 994-0300,COUNTY,OPEN,41,GALLATIN,30031,USA,922140,CORRECTIONAL INSTITUTIONS,https://cor.mt.gov/FamilyFriends/Visiting/VisitingGallatinCountyReentry,12/8/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,http://www.cccscorp.com/programs/,NOT AVAILABLE,40,0.001599788452310,{F1F09517-3FE8-4424-AE5A-0D16675DBDC2},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,207.590632495051437,0.001599788452310,0.000000137990407,437,Eastern Michaud Flats Contamination,57.8,IDD984666610,1001308,10,Idaho,Pocatello,"Bannock, Power",NPL Site,42.901111000000000,-112.522499999999994,5/5/1989 0:00:00,8/30/1990,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/10/501000228"" target=""_blank"">IDD984666610 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001308"" target=""_blank"">Eastern Michaud Flats Contamination</a>,<a href=""https://semspub.epa.gov/src/document/11/189649"" target=""_blank"">05/05/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-12525947.402799999341369,5296932.025120000354946,Active,3.000000000000000,438
438,4009,10006578,ALPHA HOUSE PRE-RELEASE CENTER,3109 1ST AVENUE NORTH,BILLINGS,MT,59101,-999,(406) 259-9695,STATE,OPEN,-999,YELLOWSTONE,30111,USA,922140,CORRECTIONAL INSTITUTIONS,https://cor.mt.gov/FamilyFriends/Visiting/VisitingAlphaHousePrerelease,12/11/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://altinc.net/alpha-house/,NOT AVAILABLE,-999,0.001927831986870,{58B3BF55-1B03-42FA-B473-83B9A9E16F0D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,251.726424697352286,0.001927831986865,0.000000221737163,438,Idaho National Engineering Laboratory (USDOE),51.91,ID4890008952,1000305,10,Idaho,Idaho Falls,"Bingham, Bonneville, Butte, Clark, Jefferson",NPL Site,43.529389000000002,-112.943500000000000,7/14/1989 0:00:00,11/21/1989,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/10/501000181"" target=""_blank"">ID4890008952 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000305"" target=""_blank"">Idaho National Engineering Laboratory (USDOE)</a>,<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>,NA,NA,NA,No,-12572812.908399999141693,5392900.550409999676049,Active,3.000000000000000,439
439,4010,10001154,HELENA PRE-RELEASE CENTER,805 COLLEEN ST,HELENA,MT,59601,-999,(406) 442-6572,STATE,OPEN,111,LEWIS AND CLARK,30049,USA,922140,CORRECTIONAL INSTITUTIONS,https://cor.mt.gov/FamilyFriends/Visiting/VisitingHelenaPrerelease,12/8/2017 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://www.boydandrew.com/services/helena-pre-release-center/,MINIMUM,121,0.003535392025020,{CCF1765F-A845-4E16-AF29-682F2E61E0F1},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,470.860739287074068,0.003535392025025,0.000000314329499,439,Mountain Home Air Force Base,57.8,ID3572124557,1000302,10,Idaho,Mountain Home,Elmore,NPL Site,43.048050000000003,-115.864699999999999,7/14/1989 0:00:00,8/30/1990,9/30/1998,585,NA,NA,<a href=""https://semspub.epa.gov/src/document/10/501000185"" target=""_blank"">ID3572124557 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000302"" target=""_blank"">Mountain Home Air Force Base</a>,<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-12897999.404899999499321,5319288.409040000289679,Active,3.000000000000000,440
